"code_module","code_presentation","id_student","id_site","date","sum_click"
"CCC","2014J","551397","909231","145","1"
"FFF","2014B","628443","779088","198","1"
"FFF","2014J","654578","883041","14","1"
"FFF","2013J","507941","716238","101","17"
"FFF","2013J","561865","716238","44","1"
"CCC","2014B","601949","729678","60","3"
"GGG","2014J","693788","896952","193","4"
"DDD","2014B","612443","773396","22","2"
"EEE","2014B","443948","790738","29","2"
"EEE","2014J","634721","832565","210","1"
"FFF","2013J","597204","716844","65","1"
"CCC","2014J","687844","909298","11","2"
"EEE","2013J","607947","551162","127","1"
"CCC","2014B","566428","730078","226","1"
"FFF","2013B","532968","526804","191","7"
"BBB","2013J","2463213","703741","123","6"
"FFF","2013J","521329","716217","52","1"
"CCC","2014J","621696","1046237","240","3"
"FFF","2014J","589332","882537","6","6"
"BBB","2014B","190352","768771","80","1"
"FFF","2013J","582494","716644","214","1"
"EEE","2014J","641116","832567","65","2"
"DDD","2014B","447162","772702","229","1"
"DDD","2014J","689574","813708","15","2"
"CCC","2014J","654539","909015","118","1"
"BBB","2014J","678278","987931","172","1"
"DDD","2013J","610595","673519","71","3"
"DDD","2014J","684480","814037","234","1"
"BBB","2014J","297179","985230","172","1"
"FFF","2013J","570732","716292","91","2"
"FFF","2014J","587571","883053","155","1"
"FFF","2014J","680322","882537","29","1"
"FFF","2014B","584184","779723","21","1"
"FFF","2014B","2480886","779075","31","3"
"EEE","2013J","165509","551047","214","3"
"EEE","2014B","562825","790921","58","1"
"EEE","2013J","401296","551010","188","5"
"BBB","2013J","2567158","703737","6","3"
"EEE","2013J","595938","551011","51","2"
"BBB","2013J","540682","703737","3","3"
"FFF","2014J","289247","883088","81","1"
"FFF","2013J","314776","716216","0","1"
"FFF","2014B","631300","779653","221","2"
"AAA","2013J","2376496","546614","202","3"
"BBB","2014B","570031","768336","3","3"
"FFF","2014B","546071","779466","204","1"
"FFF","2014B","116621","779089","26","5"
"EEE","2013J","581234","551050","26","2"
"FFF","2014J","653595","882581","128","3"
"BBB","2014J","691851","913490","110","4"
"FFF","2014J","698485","882602","12","1"
"FFF","2013B","547228","527113","83","1"
"DDD","2014J","585773","813708","154","10"
"AAA","2013J","2470694","546654","112","1"
"BBB","2013J","610745","703721","32","6"
"GGG","2014J","694009","896983","-9","1"
"DDD","2013J","1756165","673728","83","5"
"EEE","2014J","678929","832565","146","1"
"BBB","2013J","574348","703728","136","2"
"FFF","2013B","491636","527106","86","1"
"CCC","2014B","361410","730035","76","1"
"DDD","2013B","549213","547898","-1","1"
"BBB","2014J","679798","913684","174","1"
"FFF","2013B","559785","526827","86","29"
"FFF","2014J","682358","882545","57","2"
"DDD","2014J","592661","813708","248","1"
"DDD","2014J","634508","813708","139","1"
"FFF","2013B","1882255","526821","45","1"
"FFF","2013J","426768","716653","36","1"
"DDD","2013J","592315","673519","187","1"
"FFF","2013B","335242","526738","30","8"
"FFF","2014J","638498","937371","133","1"
"BBB","2014J","39208","913473","104","2"
"DDD","2013B","528846","547272","89","1"
"BBB","2013J","522792","703952","227","2"
"BBB","2014J","397414","926330","144","1"
"GGG","2013J","2312783","661808","57","18"
"GGG","2013J","595335","661578","128","5"
"GGG","2014B","617883","798622","8","2"
"FFF","2013B","394937","526834","205","57"
"BBB","2014J","644484","985230","174","1"
"FFF","2014B","625794","779530","83","1"
"BBB","2014B","621369","768380","165","1"
"BBB","2014J","685318","913522","94","8"
"BBB","2013J","567500","704007","27","1"
"CCC","2014J","634365","909016","51","2"
"AAA","2013J","342514","546883","153","1"
"DDD","2013B","90836","547660","-15","1"
"GGG","2014J","684456","896943","132","3"
"AAA","2013J","187100","546650","139","1"
"FFF","2013J","156171","716653","5","1"
"FFF","2013B","548312","527214","149","2"
"DDD","2013J","2612561","674100","205","1"
"DDD","2014J","633618","813701","239","10"
"FFF","2014B","625566","779394","51","1"
"BBB","2014B","545254","768460","208","2"
"CCC","2014J","2458925","909033","58","3"
"FFF","2014J","634512","883092","88","2"
"BBB","2014B","553733","768379","152","2"
"DDD","2013J","588540","674391","96","3"
"FFF","2013J","598887","716216","46","9"
"FFF","2013J","602511","716317","72","1"
"FFF","2013B","520544","526844","43","15"
"FFF","2014B","353979","779075","46","5"
"FFF","2014J","650031","882545","150","1"
"FFF","2014J","638515","882653","229","1"
"FFF","2014B","624197","779652","188","1"
"CCC","2014B","478212","730022","101","1"
"FFF","2013J","2344957","716646","210","2"
"BBB","2014B","633394","768336","38","1"
"FFF","2014B","2516163","779491","-16","1"
"AAA","2014J","275792","877128","7","1"
"DDD","2014B","632195","772729","51","2"
"EEE","2013J","174010","551010","59","14"
"FFF","2013B","469154","527421","161","1"
"DDD","2013B","160005","547272","48","5"
"BBB","2013J","520024","703722","17","1"
"BBB","2013B","479060","542864","58","3"
"BBB","2014J","685812","913528","-6","1"
"FFF","2013J","608349","716238","47","3"
"FFF","2013J","2469321","716216","191","1"
"BBB","2013J","532868","703737","23","2"
"FFF","2013J","335644","716254","138","5"
"FFF","2013B","363749","527219","0","1"
"CCC","2014J","629523","909286","27","1"
"DDD","2013B","553275","547303","197","1"
"BBB","2013J","567929","703939","14","2"
"FFF","2013J","600436","716649","6","1"
"EEE","2014J","465406","832651","161","1"
"FFF","2013J","598835","716433","153","5"
"EEE","2014J","699440","832565","77","2"
"AAA","2013J","1626710","546650","9","1"
"FFF","2014J","690746","882581","43","2"
"DDD","2013J","606593","674392","-16","1"
"FFF","2014B","362661","779433","161","1"
"BBB","2013B","2641393","543036","85","1"
"GGG","2014B","630221","798622","126","1"
"DDD","2014J","572156","814208","231","1"
"DDD","2013J","374636","674107","233","3"
"DDD","2014J","234552","814041","218","2"
"FFF","2014J","622934","882608","198","3"
"CCC","2014B","2044299","730132","39","1"
"DDD","2013J","598064","674084","2","2"
"FFF","2013J","580842","716238","113","8"
"GGG","2013J","584143","661575","183","2"
"DDD","2014J","644457","813973","37","1"
"AAA","2013J","2481901","546731","5","6"
"BBB","2014J","406000","913694","223","1"
"FFF","2013J","587286","716271","66","2"
"DDD","2014B","1332356","773160","15","1"
"CCC","2014J","432724","909013","214","1"
"FFF","2014J","584515","882642","-16","1"
"FFF","2014B","626890","779089","233","1"
"BBB","2014B","2213424","768351","53","5"
"FFF","2014J","396683","883282","2","1"
"FFF","2014J","557290","882584","211","17"
"BBB","2014J","648182","913476","-5","1"
"DDD","2013B","528846","547681","26","1"
"FFF","2013B","526761","527204","7","1"
"EEE","2014J","600766","832565","15","9"
"FFF","2014B","617976","779078","33","1"
"FFF","2013J","595381","716899","172","3"
"FFF","2013B","291960","526831","64","2"
"FFF","2014J","638411","883278","99","1"
"BBB","2013J","414028","703732","36","1"
"CCC","2014B","406908","730035","11","1"
"EEE","2014J","623989","832637","203","8"
"DDD","2013J","508637","673519","165","2"
"FFF","2013J","602837","716219","14","8"
"BBB","2013J","608041","703741","91","3"
"CCC","2014B","624060","729683","98","9"
"FFF","2014J","607303","883043","22","1"
"AAA","2014J","377546","877030","213","1"
"FFF","2013J","592781","716682","165","1"
"CCC","2014B","165647","730075","37","1"
"DDD","2014B","627184","772994","158","1"
"EEE","2013J","586668","551173","210","1"
"DDD","2013J","610603","673981","99","1"
"FFF","2013J","594162","716352","-13","1"
"FFF","2014B","606870","779089","-17","1"
"FFF","2013J","321969","716325","39","56"
"DDD","2013B","556370","547903","106","2"
"BBB","2014B","545196","768336","92","1"
"FFF","2013J","578497","716643","91","2"
"DDD","2013B","2594888","547932","194","1"
"FFF","2013B","2354732","527114","-15","1"
"FFF","2014J","687073","883092","52","2"
"FFF","2014J","677456","883037","66","1"
"DDD","2014B","623541","773248","18","1"
"DDD","2013B","298040","547272","191","1"
"DDD","2014J","425910","813956","-25","1"
"BBB","2013J","556175","703944","2","1"
"FFF","2013J","584214","716238","32","11"
"FFF","2013J","609097","716678","39","1"
"FFF","2014J","644450","882549","-6","12"
"FFF","2014B","632078","779089","32","1"
"FFF","2014J","677155","882679","199","3"
"FFF","2013B","546780","526721","-9","4"
"DDD","2013J","600686","674023","31","1"
"DDD","2014J","134920","814191","-24","1"
"DDD","2013J","553301","673537","213","3"
"FFF","2013B","331318","526794","184","12"
"CCC","2014B","526876","729791","50","1"
"BBB","2013J","593727","703732","89","1"
"DDD","2014J","674193","813701","39","2"
"EEE","2013J","592003","551033","122","8"
"DDD","2013J","509929","674358","129","1"
"BBB","2013B","1797614","543022","169","1"
"CCC","2014B","1187586","729683","130","2"
"FFF","2013J","392427","716247","6","3"
"CCC","2014J","185127","909020","240","2"
"FFF","2013J","582562","716238","141","2"
"DDD","2014J","1881062","813710","39","10"
"CCC","2014J","549769","909094","23","2"
"CCC","2014B","574580","730019","31","1"
"CCC","2014B","635034","730035","99","2"
"FFF","2014B","42746","779075","204","1"
"BBB","2014J","689131","913474","9","1"
"FFF","2014J","2298106","882676","100","3"
"DDD","2014J","649078","813984","66","2"
"FFF","2013J","592007","716270","213","1"
"FFF","2014J","1879321","882545","165","2"
"FFF","2013J","597293","716327","117","6"
"BBB","2013B","493186","542811","108","2"
"GGG","2014B","623072","798633","130","2"
"EEE","2014J","674720","832780","15","2"
"FFF","2014J","685276","882545","45","3"
"DDD","2014B","597839","772705","83","10"
"GGG","2014J","613059","896956","157","2"
"FFF","2014J","237891","883092","136","1"
"CCC","2014B","66254","729782","123","1"
"CCC","2014J","621300","909231","237","1"
"DDD","2013B","525749","547874","-11","1"
"FFF","2013J","355335","716682","166","1"
"DDD","2014J","2257853","813706","130","2"
"FFF","2014J","692220","882545","259","3"
"FFF","2014J","614059","882537","227","1"
"FFF","2013B","536178","527219","21","1"
"DDD","2013B","556575","547945","100","2"
"DDD","2013J","2204293","674118","186","1"
"BBB","2013J","585693","703732","131","9"
"FFF","2014J","580459","883037","37","1"
"FFF","2013J","385033","716238","188","3"
"FFF","2013B","147168","526721","117","7"
"FFF","2014B","589029","779263","169","47"
"FFF","2013B","420894","527111","222","1"
"EEE","2014B","188662","790740","43","2"
"FFF","2013B","2457147","526738","100","2"
"EEE","2013J","2255516","551078","184","9"
"CCC","2014B","569080","729781","213","3"
"FFF","2014J","2026075","882545","115","3"
"FFF","2014J","636469","882679","214","25"
"DDD","2013J","485195","674107","217","1"
"BBB","2014J","676705","913497","234","9"
"FFF","2013J","603651","716216","198","1"
"FFF","2013J","605589","716320","114","3"
"BBB","2013J","587418","703721","54","1"
"AAA","2013J","508818","546614","49","2"
"CCC","2014B","2556060","729678","91","3"
"FFF","2013B","354171","526757","151","10"
"BBB","2014B","589862","768399","39","1"
"DDD","2014B","626348","773352","139","2"
"BBB","2013B","543970","542807","48","5"
"FFF","2014J","581779","883043","39","1"
"FFF","2013B","559155","527377","85","1"
"AAA","2013J","307061","546652","7","1"
"FFF","2014J","650717","882674","23","2"
"CCC","2014J","598713","909285","23","1"
"BBB","2013B","544455","542807","201","1"
"FFF","2014J","496493","883037","-6","1"
"FFF","2014J","686348","882545","186","1"
"EEE","2014J","657196","832658","-18","12"
"FFF","2013B","319563","527261","145","1"
"DDD","2013B","469016","547674","3","1"
"FFF","2014B","624586","779351","226","3"
"EEE","2013J","465564","551162","67","1"
"CCC","2014B","917586","730035","134","5"
"AAA","2014J","2375975","877051","18","22"
"DDD","2014J","2310615","813701","137","1"
"FFF","2013J","597787","716678","162","5"
"DDD","2013B","552789","547932","206","1"
"FFF","2013J","590241","716216","4","7"
"FFF","2014J","680443","937371","106","2"
"BBB","2013J","608000","703741","93","6"
"FFF","2013J","597787","716222","181","4"
"FFF","2014J","688904","883063","5","2"
"CCC","2014B","84299","729818","101","6"
"FFF","2013J","565990","716637","112","1"
"FFF","2013J","586594","716638","197","1"
"FFF","2014J","645997","882545","9","3"
"FFF","2013J","605265","716320","114","1"
"GGG","2013J","578666","661609","169","2"
"EEE","2014J","560881","832665","61","2"
"FFF","2013B","504157","527169","144","4"
"GGG","2013J","574988","661570","39","2"
"FFF","2014J","686498","882673","175","41"
"CCC","2014B","2088765","729683","105","1"
"FFF","2014J","630905","882537","-9","30"
"EEE","2014B","441852","790843","205","1"
"FFF","2013B","549239","527107","60","1"
"FFF","2013B","513428","526834","219","12"
"FFF","2014J","1639699","882581","71","1"
"EEE","2014J","569372","832780","64","7"
"FFF","2014B","417184","779265","203","50"
"GGG","2013J","597253","661599","153","8"
"DDD","2013B","543756","547274","185","2"
"BBB","2014J","582460","913485","87","1"
"FFF","2013B","2623427","527353","5","1"
"CCC","2014B","170864","730007","199","4"
"DDD","2013J","571921","673519","200","2"
"FFF","2013J","137903","716249","217","1"
"CCC","2014J","145114","909019","5","4"
"CCC","2014B","285475","729785","207","1"
"BBB","2014B","626046","768351","109","11"
"BBB","2014J","686822","913473","-4","1"
"FFF","2014B","313243","779349","75","2"
"GGG","2013J","556509","661609","150","9"
"FFF","2013J","1319999","716276","236","2"
"DDD","2013J","361889","673537","11","2"
"FFF","2014J","677833","883036","-8","2"
"FFF","2013B","548459","527491","14","1"
"FFF","2013J","582705","716378","36","1"
"DDD","2013J","514125","673519","173","5"
"CCC","2014J","686515","909013","24","8"
"FFF","2014J","643502","882545","54","2"
"FFF","2013J","1100143","716219","92","9"
"EEE","2013J","435277","551032","42","7"
"EEE","2014J","678026","832780","61","1"
"CCC","2014B","1906919","730132","211","1"
"AAA","2013J","172112","546614","3","2"
"CCC","2014B","601021","730050","7","2"
"BBB","2013B","2578567","542864","19","4"
"EEE","2014B","620369","790934","64","1"
"FFF","2013J","154191","716440","-6","1"
"FFF","2013B","553963","527116","222","1"
"FFF","2014J","680747","973777","192","1"
"EEE","2014J","345288","832566","56","3"
"AAA","2014J","125018","877061","74","4"
"DDD","2013J","535161","673519","7","2"
"DDD","2014J","1078701","813706","106","2"
"FFF","2014J","614984","882537","103","1"
"FFF","2014J","654867","882547","153","3"
"BBB","2014J","578132","913466","180","2"
"GGG","2014B","627843","798670","22","1"
"DDD","2013B","2444632","547545","161","1"
"FFF","2013J","474126","716238","94","9"
"DDD","2013J","276857","673745","129","1"
"CCC","2014B","145282","729671","164","2"
"EEE","2014J","644246","832658","118","1"
"FFF","2013J","299281","716899","147","2"
"FFF","2014B","627595","779076","9","18"
"GGG","2013J","588233","661594","214","36"
"DDD","2013B","445573","547272","17","3"
"BBB","2013J","604921","703728","133","3"
"DDD","2014B","624829","772990","5","1"
"EEE","2014B","625476","790740","67","5"
"CCC","2014B","575733","729788","133","62"
"EEE","2013J","2641254","551171","1","1"
"BBB","2013B","1753965","543189","-9","1"
"FFF","2013B","331318","526845","26","14"
"DDD","2014J","556514","814084","238","1"
"EEE","2014B","338854","790732","195","2"
"FFF","2014B","228258","779351","27","1"
"EEE","2013J","587906","551012","-11","1"
"FFF","2013B","555250","526738","26","1"
"FFF","2013B","544173","527203","48","2"
"BBB","2013B","492240","542811","25","1"
"CCC","2014B","506206","729790","223","1"
"FFF","2014J","680572","883036","35","1"
"AAA","2013J","31604","546649","170","4"
"BBB","2014J","604725","913486","141","1"
"FFF","2013J","544745","716263","58","1"
"FFF","2013B","498269","526845","15","26"
"FFF","2013B","523700","526738","86","6"
"AAA","2013J","148993","546654","8","1"
"GGG","2013J","600895","661808","221","1"
"EEE","2013J","504404","551048","123","1"
"BBB","2014B","2541388","768478","20","1"
"FFF","2013B","550797","526721","8","2"
"DDD","2014J","644310","813941","2","1"
"DDD","2013J","591230","674367","8","1"
"AAA","2013J","100893","546871","116","3"
"FFF","2014J","627379","882923","16","1"
"BBB","2014B","511506","768393","-9","1"
"FFF","2013J","582494","716238","129","2"
"BBB","2013J","575124","703721","130","5"
"DDD","2013B","191896","547305","66","1"
"FFF","2013J","2178466","716254","144","5"
"FFF","2013B","556004","526858","131","1"
"FFF","2014J","651990","883277","97","1"
